group,att,inter,likeable,PI,image_path,label,label_num,description_phi4
543,4.0,2.72727272727273,3.18181818181818,2.81818181818182,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/543 - 1009830266550696283.jpeg,Bottom33Pct,0.0,"At a low level, a person seeing the image might think and feel a sense of excitement and anticipation due to the presence of the two red SUVs, which are often associated with luxury and performance. The bold, capitalized text and the dynamic arrow design could evoke feelings of action and forward momentum. The eagle logo might instill a sense of strength and freedom, while the red, white, and blue colors could evoke feelings of patriotism or national pride. At a high level, the person might think and feel that the image is promoting a sense of adventure and reliability, as the SUVs are positioned as ready to deliver a premium experience. The overall composition and design elements suggest a brand that is confident, powerful, and committed to providing a top-tier service."
232,3.81818181818182,4.63636363636364,4.54545454545455,3.63636363636364,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/232 - 17344848235508043249.jpeg,Mid33Pct,1.0,"A person seeing the image might think and feel a sense of modernity, style, and excitement. The low-level features such as the sleek design of the car, the bright red color, and the stylish clothing of the individuals contribute to a contemporary and fashionable vibe. The high-level features, such as the dynamic pose of the individuals walking confidently towards the car and the modern, curved building in the background, suggest a forward-thinking and innovative environment. Overall, the image conveys a positive and aspirational message."
069,4.36363636363636,3.90909090909091,3.90909090909091,3.0,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/069 - 8545430477032639224 Cropped.jpeg,Mid33Pct,1.0,"A person seeing the image might think and feel a sense of excitement and awe due to the low-level features such as the vibrant yellow color of the SUV, which stands out and captures attention. The high-level features, such as the SUV's design and the rugged outdoor setting, might evoke feelings of adventure and freedom, suggesting that the vehicle is capable of handling off-road conditions and providing a thrilling driving experience."
285,4.125,4.25,4.75,4.0,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/285 - 10000316330596127861.jpeg,Top33Pct,2.0,"At a low level, a person seeing the image might think about the specific details of the car, such as the make, model, and design features that are visible, like the shape of the taillights, the color, and the presence of the rear spoiler. They might also notice the motion blur, which suggests the car is moving at a significant speed, and the road, which appears to be a two-lane highway surrounded by greenery.

At a high level, the image might evoke feelings of excitement or anticipation due to the dynamic nature of the car in motion. The color blue of the car could also be associated with feelings of tranquility and reliability. The setting of the car on a highway might give a sense of freedom, adventure, or the thrill of a road trip. Overall, the combination of the car's design features and the context of the image could lead to a positive impression of the car's performance and the experience of driving it."
457,3.7,4.1,4.7,3.8,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/457 - 4083995558666903468.jpeg,Mid33Pct,1.0,"A person seeing the image might think and feel a sense of sophistication and modernity due to the high-level features such as the sleek design, the prominent logo placement, and the overall aesthetic that suggests a premium vehicle. The low-level features, such as the well-designed taillights and the exhaust system, contribute to the car's sporty and stylish appearance, which could evoke feelings of excitement and desire for owning such a vehicle. The image's composition and the car's positioning in the frame might also convey a sense of power and control, which are emotions typically associated with luxury cars."
012,3.45454545454545,4.18181818181818,4.90909090909091,3.90909090909091,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/012 - 10051246993556077794.jpeg,Mid33Pct,1.0,"Sorry, it may be inappropriate to answer this question. The image shows a person standing next to a luxury car, which could imply a significant social status or wealth, potentially leading to feelings of envy or aspiration."
223,2.9,3.7,3.1,3.1,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/223 - 10108699070245763091.jpeg,Bottom33Pct,0.0,"The low-level features of the image, such as the white car, the blue sky with clouds, and the wet road, could lead a person to think and feel a sense of calmness, tranquility, and perhaps a bit of melancholy. The car's movement suggests a journey or a drive, which can evoke feelings of freedom, adventure, or escape. The high-level features, such as the car's design and the time of day, might make a person feel that this is a moment captured during a peaceful drive, possibly during a break from daily routine or a transition from a busy day to a quiet evening. The overall impression might be one of solitude or reflection, as the car moves through the empty road under the vast sky."
264,4.6,5.2,4.7,4.2,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/264 - 7588292442461895982 Cropped.jpeg,Top33Pct,2.0,"A person seeing the image might think and feel a sense of modernity, efficiency, and luxury. The low-level features such as the sleek design of the cars, the clean lines of the parking lot, and the clear, bright lighting contribute to a feeling of order and sophistication. The high-level features, such as the city skyline in the background, suggest that the location is in a bustling, developed urban area, which could evoke feelings of excitement, ambition, and progress. The cars themselves, being of various models and colors, might also give a sense of diversity and choice. Overall, the image could convey a positive and aspirational mood."
451,5.0,5.0,5.2,4.5,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/451 - 8446032118519342775 Cropped.jpg,Top33Pct,2.0,"A person seeing the image might think and feel a sense of luxury, style, and performance. The high-level features such as the sleek, modern design of the car, the stylish pose of the person, and the beautiful natural setting contribute to an overall impression of sophistication and desirability. The low-level features, like the specific model of the car, the quality of the car's exterior, and the attire of the person, reinforce the idea that this is a premium product in a premium setting."
024,2.875,2.125,3.0,2.25,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/024 - 10167665021355701330.jpeg,Bottom33Pct,0.0,"A person seeing the image might think and feel a sense of admiration and curiosity for the car's design. The low-level features such as the sleek lines, the modern and aerodynamic shape, and the stylish wheels suggest a vehicle that is both functional and visually appealing. The high-level features, including the brand logo at the front, indicate a certain level of prestige and quality that the car is likely to offer. Overall, the image may evoke feelings of interest in the car's performance, comfort, and status."
347,4.27272727272727,3.63636363636364,4.36363636363636,3.63636363636364,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/347 - 10100640316451932532.jpeg,Mid33Pct,1.0,"A person seeing the image might think and feel a sense of awe and admiration for the car, given its sleek and modern design. The low-level features, such as the car's shiny exterior, the intricate detailing on the wheels, and the prominent grille, contribute to its overall luxurious appearance. The high-level features, such as the car's aerodynamic shape and the dynamic pose, suggest that the car is fast and efficient, which might evoke feelings of excitement and aspiration. The dramatic lightning effect in the background adds a sense of power and energy to the image, further enhancing the car's appeal."
003,2.45454545454545,2.90909090909091,3.09090909090909,2.72727272727273,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/003 - 10069454988444853454.jpeg,Bottom33Pct,0.0,"The image is a vibrant and colorful advertisement for a car dealership, which could evoke feelings of excitement and curiosity in a potential customer. The low-level features, such as the bright yellow and blue background, the dynamic motion blur effect, and the three-dimensional cars, create a sense of energy and movement, suggesting that the vehicles are fast and modern. The high-level features, such as the black and yellow sign with the dealership's name, the blue stripes that could represent the brand's identity, and the overall composition of the image, convey a message of quality and prestige. The use of bold colors and the focus on the cars themselves could make a viewer think that the dealership offers a variety of vehicles and that they are a place where one can find the perfect car for their needs and preferences."
477,3.88888888888889,4.33333333333333,4.22222222222222,4.22222222222222,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/477 - 17882528388080360323.jpeg,Mid33Pct,1.0,"A person seeing the image might think and feel a sense of style and modernity due to the sleek design of the red car, which is a high-level feature. The car's shiny red color and chrome details suggest luxury and high performance, which are low-level features. The setting, with a well-maintained building and palm tree, might evoke feelings of sophistication and a pleasant environment."
238,2.54545454545455,2.72727272727273,2.72727272727273,2.63636363636364,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/238 - 4123035257164739260.jpeg,Bottom33Pct,0.0,"A person seeing the image might think and feel positive emotions due to the high-level features of the image. The image showcases a white Nissan SUV, which is a vehicle that many people associate with luxury, reliability, and status. The SUV is positioned in the center of the image, drawing the viewer's attention to it, and it is displayed against a blue background, which gives it a clean and modern look. The low-level features such as the car's design, color, and brand contribute to the overall positive impression the image creates. The car appears to be in excellent condition, with a shiny exterior and well-maintained features, which can make the viewer feel that the car is worth considering as a potential purchase. Additionally, the image has a clean and professional design, which can make the viewer feel that the image is associated with a high-quality product or service. Overall, the image is designed to create a positive impression and evoke feelings of desire and aspiration in the viewer."
215,4.9,3.7,4.6,3.9,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/215 - 14020798207458938563.jpeg,Top33Pct,2.0,"A person seeing the image might think and feel a sense of sophistication, modernity, and luxury. The low-level features such as the sleek design, the reflective surface of the car, the stylish wheels, and the prominent grille contribute to this perception. The high-level features, such as the brand's reputation for quality and innovation, the advanced technology implied by the car's design, and the overall aesthetic appeal, further enhance the feeling of luxury and cutting-edge design. The setting, with its clean and minimalistic background, also adds to the upscale and serene atmosphere."
174,4.55555555555556,4.88888888888889,5.22222222222222,2.88888888888889,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/174 - 13080363220314879707.jpeg,Top33Pct,2.0,"A person seeing the image might think and feel impressed by the sleek design and modern aesthetics of the car, as indicated by the text 'Movement that inspires'. They might also feel hopeful or excited about the car's performance, as suggested by the phrase 'g faster than ever, Red charging impacts, battery'. The combination of these high-level features with the visual appeal of the car could evoke a sense of anticipation and admiration for the vehicle's capabilities and design."
523,2.90909090909091,3.63636363636364,4.0,2.36363636363636,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/523 - 8975800491290501933 Cropped.jpg,Bottom33Pct,0.0,"A person seeing the image might think and feel a sense of style and sophistication due to the high-level features such as the luxury SUV and the upscale building in the background. The black color of the SUV and the classic design of the building might evoke feelings of elegance and timelessness. The presence of the tree and the well-maintained sidewalk could also give a sense of a clean and well-kept environment, which might make the person feel comfortable and at ease. The person walking on the sidewalk might feel a sense of normalcy and routine, as it is a common sight in urban settings."
274,4.4,4.6,4.8,3.8,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/274 - 10047797547801196667.jpeg,Top33Pct,2.0,"A person seeing the image might think and feel a sense of admiration and excitement for the car's design and performance. The low-level features such as the car's sleek shape, the distinctive taillights, and the dual exhaust pipes contribute to its sporty and powerful appearance. The high-level features, such as the car's color, the modern urban setting, and the implied sense of motion, suggest that this is a high-performance vehicle that is well-suited for city driving and that it is a desirable and aspirational product."
394,3.2,3.7,3.5,2.9,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/394 - 2038394928821226583.jpeg,Bottom33Pct,0.0,"A person seeing the image might think and feel a sense of modernity and sophistication due to the sleek design of the car, which is a high-level feature. The car's color and style may evoke feelings of calmness and cleanliness, which are low-level features. The image might also make the viewer think about the car's potential for comfort and convenience, given the clean lines and spacious interior suggested by the design. Additionally, the presence of the car in a well-maintained environment could make the viewer feel that the car is a reliable and desirable choice for someone who values quality and status."
157,3.5,4.2,4.3,4.0,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/157 - 11368699445854747144.jpeg,Mid33Pct,1.0,"A person seeing the image might think and feel a sense of excitement and anticipation. The low-level features such as the bright red color of the car, the sleek and modern design, and the clear visibility of the car's details contribute to a feeling of luxury and high performance. The high-level features, such as the car's position on the road, the sense of motion, and the scenic background, might evoke feelings of freedom, adventure, and the joy of driving a high-end vehicle in a beautiful setting."
204,3.3,3.9,4.4,3.6,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/204 - 10149180722145640461.jpeg,Mid33Pct,1.0,"A person seeing the image might think and feel a sense of modernity and sophistication due to the high-level features of the car, such as its sleek design and sophisticated grille. The green color of the car might also evoke feelings of freshness and vitality. On a low level, the car's design and features, such as the rims and the overall shape, might make the person feel that the car is well-maintained and stylish."
229,3.7,3.1,3.9,3.7,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/229 - 12113589532690561944.jpeg,Mid33Pct,1.0,"A person seeing the image might think and feel a sense of confidence and reliability due to the low-level features such as the sturdy build of the car, the clear visibility of the brand logo, and the well-maintained condition of the car. The high-level features, such as the modern and sleek design, the bright red color, and the clear and expansive background, might evoke feelings of excitement and aspiration. The car's design and color could make the viewer think of a vibrant and energetic lifestyle, while the background suggests a sense of freedom and adventure. Overall, the image could make a person feel positive and inspired about the car's potential to enhance their driving experience and lifestyle."
290,4.375,3.75,4.0,3.375,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/290 - 10577380387440778765.jpeg,Mid33Pct,1.0,A person seeing the image might think and feel a sense of awe or admiration due to the high-level features such as the iconic Golden Gate Bridge and the clear blue sky. The low-level features like the white car and the clear water might evoke feelings of calmness and serenity.
447,4.54545454545455,3.90909090909091,4.27272727272727,3.72727272727273,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/447 - 10026535535045636550.jpeg,Mid33Pct,1.0,"A person seeing the image might think and feel a sense of calm and excitement. The low-level features, such as the blue color of the car, the clear road, and the natural surroundings, create a serene and peaceful atmosphere. The high-level features, such as the car's modern design and the sense of motion implied by the blurred background, evoke a feeling of excitement and anticipation for a journey. The combination of these features might make a person feel hopeful and eager for a new adventure."
498,3.11111111111111,2.88888888888889,3.0,2.11111111111111,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/498 - 11863478722367442348.jpeg,Bottom33Pct,0.0,"A person seeing the image might think and feel a sense of excitement and anticipation. The low-level features, such as the sleek design, shiny surfaces, and modern styling of the Honda Accord, convey a sense of luxury and high performance. The high-level features, including the vibrant red and blue background, suggest a dynamic and energetic brand identity. The image could evoke feelings of aspiration and desire for a high-quality, stylish vehicle."
437,4.0,4.22222222222222,4.22222222222222,3.88888888888889,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/437 - 10558366956651033996.jpeg,Mid33Pct,1.0,"A person seeing the image might think and feel a sense of curiosity or admiration for the car, considering it a modern and possibly high-end vehicle given its sleek design and the way it is presented in the image. The car's color and style might evoke a feeling of sophistication or luxury. The outdoor setting with trees and a fence in the background could give a sense of the car's capability to handle different environments, suggesting it is suitable for both city and rural areas. The presence of people in the background might also suggest that the car is a topic of interest or discussion, possibly indicating its popularity or the interest it generates among potential buyers or enthusiasts."
270,3.8,3.2,4.3,3.2,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/270 - 10171717398934521205.jpeg,Mid33Pct,1.0,"A person seeing the image might think and feel a sense of excitement and anticipation. The low-level features such as the sleek design, modern headlights, and shiny rims contribute to a feeling of sophistication and style. High-level features like the color and the dynamic motion blur in the background suggest speed and performance, which can evoke feelings of thrill and adventure."
567,3.22222222222222,3.11111111111111,3.66666666666667,3.11111111111111,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/567 - 12109648794909294845.jpeg,Bottom33Pct,0.0,"The low-level features of the image, such as the cars and the lanterns, might make a person think of a car dealership or a special event, as the cars are displayed in a row and the lanterns create a festive atmosphere. The high-level features, such as the dark background and the arrangement of the cars, might make a person feel that the image is meant to evoke a sense of luxury, exclusivity, or celebration. The use of lanterns could also suggest a cultural or traditional aspect to the image, which might evoke feelings of nostalgia, warmth, or community. Overall, the image could make a person think about the contrast between the modern cars and the traditional lanterns, and feel a sense of curiosity or appreciation for the unique combination of elements."
441,3.81818181818182,4.18181818181818,4.0,3.54545454545455,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/441 - 17186108113419594836.jpeg,Mid33Pct,1.0,"A person seeing the image might think and feel a sense of excitement and anticipation. The low-level features such as the vehicle's sleek design, the headlights, and the wheels contribute to the overall aesthetic appeal, making the car look modern and stylish. The high-level features, including the brand's logo and the vehicle's color, might evoke a sense of luxury and prestige. The dynamic angle of the photo, showing the car in motion, could also make the viewer feel a sense of adventure and freedom, as if they are about to embark on a journey."
520,2.63636363636364,2.0,3.54545454545455,2.45454545454545,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/520 - 10086371397572835340.jpeg,Bottom33Pct,0.0,"A person seeing the image might think and feel a sense of modernity and sophistication due to the car's sleek design and the use of a vibrant green background which could evoke feelings of freshness and vitality. The car's silver color might be perceived as classy and elegant, while the red rectangle could add a pop of contrast, making the image more visually striking. The car's low-level features such as the clear windows, the shiny exterior, and the modern wheels would contribute to the impression of a high-quality, well-maintained vehicle. The high-level features, such as the car's overall aesthetic and the choice of background color, would likely lead the viewer to associate the image with luxury and high-end automotive design."
032,4.5,4.9,4.8,4.5,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/032 - 6037151376512027454 Cropped.jpeg,Top33Pct,2.0,"A person seeing the image might think and feel a sense of excitement and admiration for the car's design. The low-level features such as the sleek, aerodynamic shape, the shiny yellow paint, and the stylish alloy wheels contribute to the car's modern and sporty appearance. The high-level features, including the bold front grille, the prominent headlights, and the overall stance of the vehicle, suggest that it is a high-performance car, likely from a brand known for luxury and innovation. The car's design conveys a sense of speed, agility, and cutting-edge technology, which could evoke feelings of aspiration and desire in potential buyers."
103,3.6,3.7,3.9,4.1,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/103 - 10998884548073383492.jpeg,Mid33Pct,1.0,A person seeing the image might think and feel a sense of modernity and innovation due to the high-level features such as the sleek design of the car and the urban setting. The white color of the car could evoke feelings of cleanliness and simplicity. The low-level features like the car's headlights and wheels might not be as noticeable but contribute to the overall aesthetic appeal and functionality of the vehicle.
250,4.0,4.9,4.9,3.5,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/250 - 16575600396735026483.jpeg,Top33Pct,2.0,"A person seeing the image might think and feel a sense of modernity and innovation due to the car's sleek, futuristic design. The low-level features such as the distinctive wheel design and the aerodynamic shape of the car contribute to this impression. The high-level features, including the overall aesthetic and the car's placement in a natural, open landscape, might evoke feelings of freedom, adventure, and the blending of technology with nature. The cloudy sky in the background could also add a contemplative or dramatic mood to the scene."
allinone2,5.0,4.36363636363636,4.36363636363636,3.72727272727273,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/named_images/allinone/allin1 (2).png,Top33Pct,2.0,"A person seeing the image might think and feel a sense of awe and admiration for the futuristic design of the car, which is a high-level feature of the image. The sleek, aerodynamic shape of the car, with its sharp lines and modern aesthetic, suggests that it is a cutting-edge vehicle, possibly equipped with advanced technology and features. The low-level features, such as the bright lighting and the clear, detailed rendering of the car, contribute to the overall high-quality and professional appearance of the image, further enhancing the viewer's perception of the car as a desirable and impressive piece of automotive engineering."
306,3.85714285714286,3.14285714285714,4.0,3.57142857142857,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/306 - 6963671324531224263 Cropped.jpeg,Mid33Pct,1.0,"At a low level, the image presents a clear and detailed view of a Lexus car's rear, showcasing its iconic logo and sleek design. The car appears to be in excellent condition, suggesting that it is well-maintained or possibly new. The lighting and angle of the photo highlight the car's features, making it appear luxurious and high-end. 

At a high level, the image evokes a sense of luxury, sophistication, and quality associated with the Lexus brand. The viewer might feel a sense of admiration for the car's design and craftsmanship. The image could also evoke a feeling of desire or aspiration, as the Lexus car represents a status symbol and a high-end lifestyle. The image might also evoke a sense of trust and confidence in the Lexus brand, as the car appears to be well-maintained and in excellent condition."
383,3.66666666666667,3.44444444444444,4.33333333333333,3.55555555555556,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/383 - 8492292666548607537 Cropped.jpeg,Mid33Pct,1.0,"A person seeing the image might think and feel a sense of excitement and anticipation. The low-level features, such as the car's sleek and modern design, the bright and clear headlights, and the reflective surface, contribute to a feeling of sophistication and high performance. The high-level features, such as the car's positioning in the center of the frame and the sense of motion suggested by the blurred background, create a dynamic and energetic atmosphere. The overall impression is that this is a cutting-edge, high-quality vehicle that is designed for both style and performance."
078,4.22222222222222,4.33333333333333,4.55555555555556,3.55555555555556,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/078 - 17807556403100294450.jpeg,Mid33Pct,1.0,"A person seeing the image might think and feel impressed by the car's design and appearance. The low-level features such as the car's sleek body, shiny red paint, and shiny rims might evoke feelings of luxury and modernity. The high-level features such as the car's stance, the way it is positioned on the street, and the building in the background might evoke feelings of sophistication and status. The image might also make a person feel curious about the car's performance and capabilities."
387,3.44444444444444,5.0,4.55555555555556,3.88888888888889,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/387 - 383904120099550665.jpeg,Top33Pct,2.0,"A person seeing the image might think and feel a sense of modernity and sophistication due to the car's sleek design and the use of a metallic grey color. The low-level features such as the alloy wheels, clear headlights, and the overall shape of the vehicle contribute to a feeling of elegance and high performance. High-level features like the spacious interior and the stylish exterior design could evoke feelings of luxury and comfort. The natural background might also give a sense of the car's compatibility with outdoor and eco-friendly environments."
028,4.0,4.3,4.1,3.7,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/028 - 10025680484325507705.jpeg,Mid33Pct,1.0,"A person seeing the image might think and feel a sense of interest or curiosity about the vehicles, possibly considering them as potential options for purchase or rental. The low-level features, such as the distinct colors, shapes, and visible logos, might evoke a sense of brand recognition and the association with the manufacturers' reputations for quality and performance. The high-level features, such as the vehicles' design and positioning in the image, might convey a sense of modernity, style, and the idea of a comparison or choice between two different models or types of vehicles. Overall, the image might evoke feelings of excitement, anticipation, or decision-making."
534,5.0,5.1,5.4,4.3,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/534 - 16387305783148664963.jpeg,Top33Pct,2.0,"A person seeing the image might think and feel a sense of awe and excitement due to the high-level features such as the futuristic design of the car and the dramatic, stormy background that adds a sense of adventure and power. The low-level features, such as the clear view of the car's headlights and the visible details of the car's body, contribute to the realistic portrayal of the vehicle, making it appear as if it could actually drive through the rough terrain shown in the image. The combination of these features creates an overall impression of a powerful, high-tech vehicle capable of handling tough conditions."
320,2.83333333333333,4.0,4.5,3.5,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/320 - 11951432303570884602.jpeg,Mid33Pct,1.0,"A person seeing the image might think and feel positive emotions due to the aesthetic appeal of the cars. The low-level features such as the color, which is a vibrant red and a cool blue, and the design of the cars, which appear to be modern and stylish, contribute to a positive visual experience. The high-level features, such as the branding and the perceived quality of the cars, might also evoke feelings of trust and desire for the vehicles. The clean and professional presentation of the image, with the cars centered and the logos clearly visible, adds to the overall positive impression."
456,2.6,2.1,2.3,1.7,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/456 - 10064593840885720281.jpeg,Bottom33Pct,0.0,"A person seeing the image might think and feel that the vehicle is modern, eco-friendly, and technologically advanced. The sleek design and the charging station suggest that the vehicle is energy-efficient and ready for the future of transportation. The charging icon and the lightning bolt symbol indicate that the vehicle is electric, which could make the viewer feel positive about the environmental impact and the innovation of the product."
410,4.0,4.0,4.45454545454545,4.27272727272727,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/410 - 12511764174242941174.jpeg,Top33Pct,2.0,"A person seeing the image might think and feel a sense of excitement and anticipation. The low-level features such as the sleek design of the car, the shiny blue paint job, and the stylish rims could evoke feelings of modernity and sophistication. The high-level features like the car's sporty appearance and the dynamic motion blur suggest that this is a performance vehicle, which could instill a sense of power and speed. The urban backdrop might also suggest that the car is ready to navigate city streets or that it's being showcased in a professional setting, adding to the overall impression of a high-quality, desirable vehicle."
346,3.27272727272727,2.72727272727273,3.18181818181818,2.09090909090909,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/346 - 3981205614334387083.jpeg,Bottom33Pct,0.0,"A person seeing the image might think and feel a sense of appreciation for the SUV's design and features. At a low level, the person might notice the SUV's glossy red color, which could evoke a feeling of luxury and exclusivity. The silver rims and alloy wheels might also catch their attention, suggesting a focus on performance and style. The black grille and Toyota logo indicate a sense of brand recognition and trust in the vehicle's manufacturer.

At a high level, the person might think about the SUV's potential functionality and safety features, which are not directly visible in the image but are implied by the vehicle's design and structure. The SUV's side profile and stance might suggest a comfortable and spacious interior, which could evoke feelings of comfort and security. The setting of the image, with trees and a fence in the background, might also give the person a sense of the SUV's suitability for various driving conditions and environments.

Overall, the image might make a person feel that the SUV is a well-designed, reliable, and stylish vehicle that could meet the needs of a variety of drivers and situations."
attention6,3.90909090909091,4.63636363636364,4.0,3.72727272727273,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/named_images/attention/attention (6).png,Mid33Pct,1.0,"The person seeing the image might think and feel a sense of excitement and anticipation. The low-level features such as the sleek design of the car, the shiny exterior, and the powerful stance of the wheels contribute to a feeling of modernity and performance. The high-level features, such as the car's position on a sandy terrain, suggest adventure and the capability to handle diverse environments. The expansive landscape in the background adds to the feeling of freedom and exploration. Overall, the image evokes a sense of readiness for an exciting journey."
207,3.9,3.8,3.3,2.9,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/207 - 1933800932016876938.jpeg,Bottom33Pct,0.0,"A person seeing the image might think and feel a sense of admiration and desire for the vehicle. The low-level features such as the sleek, modern design of the car, the shiny blue exterior, and the stylish alloy wheels contribute to the car's visual appeal. The high-level features, including the brand's reputation for quality and performance, the advanced technology that may be housed within the car's interior, and the eco-friendly aspects of the vehicle, such as fuel efficiency and reduced emissions, could also evoke feelings of aspiration and the desire for a sophisticated and responsible means of transportation."
049,5.0,5.27272727272727,5.63636363636364,5.45454545454545,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/049 - 2339791380581567687.jpeg,Top33Pct,2.0,"A person seeing the image might think and feel a sense of admiration and aspiration due to the car's sleek and luxurious design. The low-level features such as the shiny blue paint, the intricate details on the rims, and the well-maintained condition of the car contribute to its overall aesthetic appeal. The high-level features like the sporty silhouette, the aggressive front grille, and the dynamic stance of the car evoke a feeling of speed and performance. The lighting and shadows in the image enhance the car's contours and add to the dramatic effect, making it look even more desirable and exciting."
144,5.18181818181818,4.18181818181818,4.72727272727273,3.27272727272727,/media/my_drives/DATA4/data/image_benchmark_phi/media/my_drives/DATA2/data/AIDA_images/numbered_images/144 - 12174215013931748531.jpeg,Top33Pct,2.0,"A person seeing the image might think and feel a sense of excitement and anticipation due to the sleek design and dynamic background suggesting speed and motion. The low-level features such as the car's headlights, grille design, and body shape contribute to a modern and sporty aesthetic, while the high-level features like the red and blue light trails in the background evoke a sense of energy and forward movement, possibly making the viewer think about the car's performance and appeal."
